TIME(s), ROOM SIZE, GENERATED ROOM, ARCHETYPE, GENERATION BIAS,PARENT,TREE LAYER
758.0069,5x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x3 Rectangle Archetype ,59
758.5415,5x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x3 Rectangle Archetype ,59
758.7422,5x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x1 Square Archetype ,60
759.0894,5x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x1 Square Archetype ,61
759.455,5x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,62
759.8053,5x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x4 Rectangle Archetype ,62
759.9875,5x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x1 Rhombus Archetype ,63
760.3562,5x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x1 Rhombus Archetype ,63
760.5447,5x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,2x1 Rhombus Archetype ,64
760.8957,5x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,65
761.4518,5x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,65
761.6043,5x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x4 Rectangle Archetype ,66
762.3448,5x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x4 Rectangle Archetype ,66
762.51,5x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x1 Square Archetype ,67
763.2535,5x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,68
763.4066,5x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x4 Rectangle Archetype ,69
764.1481,5x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,69
764.3159,5x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,70
764.8417,5x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,70
765.0468,5x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x3 Rectangle Archetype ,70
765.2128,5x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x1 Square Archetype ,71
765.5931,5x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,2x1 Rhombus Archetype ,72
765.9497,5x2,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,1x1 Square Archetype ,73
768.0866,5x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,71
768.8013,5x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x4 Rectangle Archetype ,71
768.9836,5x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x1 Rhombus Archetype ,72
769.342,5x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x1 Rhombus Archetype ,73
769.7138,5x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,2x1 Rhombus Archetype ,73
770.6096,5x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x1 Rhombus Archetype ,74
770.9828,5x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x1 Rhombus Archetype ,74
771.1541,5x2,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,2x1 Rhombus Archetype ,75
771.509,5x2,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,76
771.894,5x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x2 Rectangle Archetype ,77
772.4034,5x2,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,77
772.5942,5x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x2 Rectangle Archetype ,78
772.9425,5x2,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x3 Rectangle Archetype ,79
773.4863,5x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,79
773.6872,5x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,80
774.3966,5x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x3 Rectangle Archetype ,81
774.59,5x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x1 Square Archetype ,82
774.9415,5x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x1 Square Archetype ,83
775.2837,5x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x1 Square Archetype ,83
775.4849,5x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x1 Rhombus Archetype ,84
775.8469,5x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,2x1 Rhombus Archetype ,85
776.1866,5x2,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,86
776.5425,5x2,2x3 Rectangle Sample Room Variant(Clone),2x3 Rectangle Archetype ,30,1x1 Square Archetype ,86
777.2866,5x2,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,2x3 Rectangle Archetype ,87
778.5476,5x2,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,87
778.8823,5x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x2 Rectangle Archetype ,88
779.2479,5x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x2 Rectangle Archetype ,88
779.787,5x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x3 Rectangle Archetype ,89
779.9929,5x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x1 Square Archetype ,90
780.3049,5x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,null,0
780.3049,5x3,3x2 L Sample Room Variant(Clone),3x2 L Archetype ,50,1x1 Square Archetype ,1
780.6887,5x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x1 Square Archetype ,1
780.8898,5x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x3 Rectangle Archetype ,2
781.2485,5x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x3 Rectangle Archetype ,2
781.4156,5x3,3x2 L Sample Room Variant(Clone),3x2 L Archetype ,50,1x3 Rectangle Archetype ,3
781.9476,5x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x3 Rectangle Archetype ,3
782.157,5x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x3 Rectangle Archetype ,3
782.3061,5x3,3x3 Triangle Sample Room Variant(Clone),3x3 Triangle Archetype ,25,1x3 Rectangle Archetype ,4
782.8546,5x3,3x2 L Sample Room Variant(Clone),3x2 L Archetype ,50,1x3 Rectangle Archetype ,4
783.0479,5x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,3x2 L Archetype ,5
783.396,5x3,2x3 T Sample Room Variant(Clone),2x3 T Archetype ,25,1x2 Rectangle Archetype ,6
784.1002,5x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,2x3 T Archetype ,7
784.2813,5x3,2x3 Rectangle Sample Room Variant(Clone),2x3 Rectangle Archetype ,30,1x2 Rectangle Archetype ,8
785.1828,5x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,2x3 Rectangle Archetype ,9
785.3884,5x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x1 Square Archetype ,10
785.7407,5x3,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,11
786.2902,5x3,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,11
786.4543,5x3,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x4 Rectangle Archetype ,12
786.9808,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,1x4 Rectangle Archetype ,12
787.1839,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,2x2 Triangle Archetype ,13
787.5413,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,2x2 Triangle Archetype ,14
787.8835,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,2x2 Triangle Archetype ,15
788.2565,5x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,2x2 Triangle Archetype ,16
788.6033,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,1x2 Rectangle Archetype ,17
788.9946,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,1x2 Rectangle Archetype ,17
789.1499,5x3,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x2 Triangle Archetype ,18
790.5901,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,2x2 Triangle Archetype ,18
790.9476,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,2x2 Triangle Archetype ,19
791.3061,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,2x2 Triangle Archetype ,20
791.6804,5x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,2x2 Triangle Archetype ,21
792.0431,5x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x2 Rectangle Archetype ,22
792.3854,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,1x1 Square Archetype ,23
792.7421,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,2x2 Triangle Archetype ,24
793.1147,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,2x2 Triangle Archetype ,25
793.4907,5x3,3x2 L Sample Room Variant(Clone),3x2 L Archetype ,50,2x2 Triangle Archetype ,26
794.1926,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,3x2 L Archetype ,27
795.0887,5x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,3x2 L Archetype ,27
795.2952,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,1x1 Square Archetype ,28
797.7852,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,1x1 Square Archetype ,23
798.1423,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,2x2 Triangle Archetype ,24
798.5001,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,2x2 Triangle Archetype ,25
798.8954,5x3,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,2x2 Triangle Archetype ,26
800.6932,5x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x1 Square Archetype ,23
801.0536,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,1x1 Square Archetype ,24
801.7476,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,1x1 Square Archetype ,24
802.1058,5x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,2x2 Triangle Archetype ,25
802.4848,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,1x2 Rectangle Archetype ,26
802.8423,5x3,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x2 Triangle Archetype ,27
803.9086,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,1x2 Rectangle Archetype ,26
804.2841,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,2x2 Triangle Archetype ,27
804.6425,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,2x2 Triangle Archetype ,28
804.9841,5x3,2x2 Square Sample Room Variant(Clone),2x2 Square Archetype ,20,2x2 Triangle Archetype ,29
805.3408,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,2x2 Square Archetype ,30
805.7011,5x3,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x2 Triangle Archetype ,31
806.0808,5x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,2x1 Rhombus Archetype ,32
806.4421,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,1x3 Rectangle Archetype ,33
806.9863,5x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x3 Rectangle Archetype ,33
807.1481,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,1x3 Rectangle Archetype ,34
807.5064,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,2x2 Triangle Archetype ,35
807.8829,5x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,2x2 Triangle Archetype ,36
808.2403,5x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,37
808.5959,5x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,38
808.9476,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,1x2 Rectangle Archetype ,39
809.3072,5x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,2x2 Triangle Archetype ,40
809.6864,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,1x1 Square Archetype ,41
810.3907,5x3,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x1 Square Archetype ,41
810.7534,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,2x1 Rhombus Archetype ,42
812.91,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,1x2 Rectangle Archetype ,38
813.2867,5x3,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x2 Rectangle Archetype ,38
813.45,5x3,2x2 Square Sample Room Variant(Clone),2x2 Square Archetype ,20,2x1 Rhombus Archetype ,39
813.8112,5x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,2x1 Rhombus Archetype ,39
813.9887,5x3,2x3 T Sample Room Variant(Clone),2x3 T Archetype ,25,1x1 Square Archetype ,40
814.7081,5x3,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x3 T Archetype ,41
816.3463,5x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,2x2 Square Archetype ,40
816.6919,5x3,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x2 Square Archetype ,40
816.8871,5x3,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,2x1 Rhombus Archetype ,41
817.2412,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,1x4 Rectangle Archetype ,42
817.5825,5x3,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x4 Rectangle Archetype ,42
819.3887,5x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x4 Rectangle Archetype ,42
819.5806,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,1x1 Square Archetype ,43
819.9409,5x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,2x2 Triangle Archetype ,44
820.2928,5x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x2 Rectangle Archetype ,45
820.6411,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,1x1 Square Archetype ,46
821.0002,5x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,2x2 Triangle Archetype ,47
821.3863,5x3,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x1 Square Archetype ,48
822.0926,5x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x1 Square Archetype ,48
822.4535,5x3,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x1 Square Archetype ,49
822.8151,5x3,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x1 Rhombus Archetype ,50
823.1956,5x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,2x1 Rhombus Archetype ,51
823.8858,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,1x3 Rectangle Archetype ,52
824.7922,5x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x3 Rectangle Archetype ,52
824.9843,5x3,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x1 Square Archetype ,53
825.351,5x3,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x1 Rhombus Archetype ,54
825.6823,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,2x1 Rhombus Archetype ,55
826.0444,5x3,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x1 Rhombus Archetype ,55
826.9467,5x3,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x2 Triangle Archetype ,56
827.3085,5x3,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,2x1 Rhombus Archetype ,57
830.1953,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,2x1 Rhombus Archetype ,51
833.0942,5x3,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x2 Rectangle Archetype ,45
833.4512,5x3,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,2x1 Rhombus Archetype ,46
833.7848,5x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,47
834.5022,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,1x3 Rectangle Archetype ,48
834.8834,5x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x3 Rectangle Archetype ,48
835.0542,5x3,3x2 L Sample Room Variant(Clone),3x2 L Archetype ,50,1x2 Rectangle Archetype ,49
836.4946,5x3,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,48
836.6904,5x3,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,49
837.053,5x3,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x4 Rectangle Archetype ,49
837.2122,5x3,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x1 Rhombus Archetype ,50
837.5942,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,2x1 Rhombus Archetype ,51
837.9421,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,2x2 Triangle Archetype ,52
838.6555,5x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,2x2 Triangle Archetype ,52
839.0164,5x3,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x2 Triangle Archetype ,53
839.3828,5x3,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x1 Rhombus Archetype ,54
840.2549,5x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,null,0
840.2549,5x4,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x1 Square Archetype ,1
841.1958,5x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x4 Rectangle Archetype ,2
841.3542,5x4,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x1 Square Archetype ,3
841.7125,5x4,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x1 Rhombus Archetype ,4
842.0908,5x4,2x3 T Sample Room Variant(Clone),2x3 T Archetype ,25,2x1 Rhombus Archetype ,5
842.4532,5x4,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,2x3 T Archetype ,6
842.9927,5x4,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,2x3 T Archetype ,6
843.1425,5x4,2x3 Rectangle Sample Room Variant(Clone),2x3 Rectangle Archetype ,30,1x4 Rectangle Archetype ,7
843.8805,5x4,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,2x3 Rectangle Archetype ,8
844.0439,5x4,3x3 T Sample Room Variant(Clone),3x3 T Archetype ,30,1x4 Rectangle Archetype ,9
844.7953,5x4,3x3 T Sample Room Variant(Clone),3x3 T Archetype ,30,1x4 Rectangle Archetype ,9
845.306,5x4,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,3x3 T Archetype ,10
845.4914,5x4,2x3 T Sample Room Variant(Clone),2x3 T Archetype ,25,1x4 Rectangle Archetype ,11
846.2071,5x4,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,2x3 T Archetype ,12
846.3942,5x4,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x3 Rectangle Archetype ,13
846.951,5x4,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,1x3 Rectangle Archetype ,13
847.1099,5x4,3x3 T Sample Room Variant(Clone),3x3 T Archetype ,30,2x2 Triangle Archetype ,14
847.8476,5x4,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,3x3 T Archetype ,15
848.0044,5x4,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x2 Triangle Archetype ,16
848.3841,5x4,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x1 Rhombus Archetype ,17
848.7464,5x4,2x3 Rectangle Sample Room Variant(Clone),2x3 Rectangle Archetype ,30,2x1 Rhombus Archetype ,17
848.9059,5x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,2x3 Rectangle Archetype ,18
849.454,5x4,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x3 Rectangle Archetype ,18
849.6479,5x4,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,2x1 Rhombus Archetype ,19
849.9833,5x4,2x3 Rectangle Sample Room Variant(Clone),2x3 Rectangle Archetype ,30,1x3 Rectangle Archetype ,20
850.549,5x4,3x2 L Sample Room Variant(Clone),3x2 L Archetype ,50,1x3 Rectangle Archetype ,20
851.0964,5x4,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,3x2 L Archetype ,21
852.3539,5x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,2x3 Rectangle Archetype ,21
852.8898,5x4,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x3 Rectangle Archetype ,21
853.0532,5x4,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,2x1 Rhombus Archetype ,22
853.4115,5x4,2x3 T Sample Room Variant(Clone),2x3 T Archetype ,25,1x3 Rectangle Archetype ,23
854.1516,5x4,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,2x3 T Archetype ,24
854.3094,5x4,2x3 T Sample Room Variant(Clone),2x3 T Archetype ,25,2x2 Triangle Archetype ,25
854.6924,5x4,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,2x3 T Archetype ,26
855.2072,5x4,3x3 T Sample Room Variant(Clone),3x3 T Archetype ,30,2x3 T Archetype ,26
855.389,5x4,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,3x3 T Archetype ,27
855.9438,5x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,3x3 T Archetype ,27
856.1121,5x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x2 Rectangle Archetype ,28
856.4867,5x4,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x1 Square Archetype ,29
856.8524,5x4,3x2 L Sample Room Variant(Clone),3x2 L Archetype ,50,2x1 Rhombus Archetype ,30
857.544,5x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,3x2 L Archetype ,31
857.7565,5x4,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x1 Square Archetype ,32
858.0811,5x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x4 Rectangle Archetype ,33
858.4495,5x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x2 Rectangle Archetype ,34
858.8138,5x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x2 Rectangle Archetype ,34
858.9936,5x4,3x2 L Sample Room Variant(Clone),3x2 L Archetype ,50,1x1 Square Archetype ,35
859.3557,5x4,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x1 Square Archetype ,35
859.5446,5x4,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x3 Rectangle Archetype ,36
859.8897,5x4,2x3 T Sample Room Variant(Clone),2x3 T Archetype ,25,1x3 Rectangle Archetype ,37
860.4456,5x4,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x3 Rectangle Archetype ,37
860.6057,5x4,3x2 L Sample Room Variant(Clone),3x2 L Archetype ,50,1x3 Rectangle Archetype ,38
861.1402,5x4,2x3 T Sample Room Variant(Clone),2x3 T Archetype ,25,1x3 Rectangle Archetype ,38
861.341,5x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,2x3 T Archetype ,39
861.6873,5x4,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x1 Square Archetype ,40
862.0496,5x4,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x1 Square Archetype ,40
862.2422,5x4,3x2 L Sample Room Variant(Clone),3x2 L Archetype ,50,1x4 Rectangle Archetype ,41
862.5922,5x4,2x3 T Sample Room Variant(Clone),2x3 T Archetype ,25,1x4 Rectangle Archetype ,41
862.9485,5x4,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x4 Rectangle Archetype ,41
863.4943,5x4,3x2 L Sample Room Variant(Clone),3x2 L Archetype ,50,2x2 L Archetype ,42
865.6553,5x4,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,3x2 L Archetype ,42
